DOCUMENT RANK,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
QUERY_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1,0.5,0.333333333,0.25,0.2,0.166666667,0.142857143,0.125,0.111111111,0.1,0.090909091,0.083333333,0.076923077,0.071428571,0.066666667,0.125,0.117647059,0.111111111,0.105263158,0.1,0.095238095,0.090909091,0.086956522,0.083333333,0.08,0.076923077,0.074074074,0.071428571,0.068965517,0.066666667,0.064516129,0.0625,0.060606061,0.058823529,0.057142857,0.055555556,0.054054054,0.052631579,0.051282051,0.05,0.048780488,0.047619048,0.046511628,0.045454545,0.044444444,0.043478261,0.042553191,0.0625,0.06122449,0.06,0.058823529,0.057692308,0.056603774,0.055555556,0.054545455,0.053571429,0.052631579,0.051724138,0.050847458,0.05,0.049180328,0.048387097,0.047619048,0.046875,0.046153846,0.045454545,0.044776119,0.044117647,0.043478261,0.042857143,0.042253521,0.041666667,0.04109589,0.040540541,0.04,0.039473684,0.038961039,0.038461538,0.037974684,0.0375,0.037037037,0.036585366,0.036144578,0.035714286,0.035294118,0.034883721,0.034482759,0.034090909,0.033707865,0.033333333,0.032967033,0.032608696,0.032258065,0.031914894,0.031578947,0.03125,0.030927835,0.030612245,0.03030303,0.03
21,0,0,0,0,0.2,0.166666667,0.142857143,0.25,0.333333333,0.3,0.272727273,0.333333333,0.307692308,0.285714286,0.266666667,0.25,0.235294118,0.222222222,0.210526316,0.2,0.19047619,0.181818182,0.173913043,0.166666667,0.16,0.153846154,0.148148148,0.142857143,0.137931034,0.133333333,0.129032258,0.125,0.121212121,0.117647059,0.114285714,0.111111111,0.108108108,0.105263158,0.102564103,0.1,0.097560976,0.095238095,0.093023256,0.090909091,0.088888889,0.086956522,0.085106383,0.083333333,0.081632653,0.08,0.078431373,0.076923077,0.075471698,0.074074074,0.072727273,0.071428571,0.070175439,0.068965517,0.06779661,0.066666667,0.06557377,0.064516129,0.063492063,0.0625,0.061538462,0.060606061,0.059701493,0.058823529,0.057971014,0.057142857,0.056338028,0.055555556,0.054794521,0.054054054,0.053333333,0.052631579,0.064935065,0.064102564,0.063291139,0.0625,0.061728395,0.06097561,0.060240964,0.05952381,0.058823529,0.058139535,0.057471264,0.056818182,0.056179775,0.055555556,0.054945055,0.054347826,0.053763441,0.053191489,0.052631579,0.052083333,0.051546392,0.051020408,0.050505051,0.05
22,0,0,0,0,0,0,0,0,0,0.1,0.181818182,0.25,0.230769231,0.214285714,0.2,0.1875,0.235294118,0.222222222,0.210526316,0.25,0.285714286,0.318181818,0.304347826,0.291666667,0.28,0.269230769,0.259259259,0.25,0.24137931,0.233333333,0.258064516,0.28125,0.272727273,0.294117647,0.285714286,0.277777778,0.27027027,0.263157895,0.256410256,0.25,0.243902439,0.238095238,0.23255814,0.227272727,0.222222222,0.239130435,0.255319149,0.270833333,0.285714286,0.28,0.274509804,0.269230769,0.283018868,0.277777778,0.272727273,0.267857143,0.263157895,0.25862069,0.254237288,0.25,0.245901639,0.241935484,0.238095238,0.234375,0.230769231,0.227272727,0.223880597,0.220588235,0.217391304,0.214285714,0.211267606,0.208333333,0.205479452,0.202702703,0.2,0.197368421,0.194805195,0.192307692,0.189873418,0.1875,0.185185185,0.182926829,0.180722892,0.178571429,0.176470588,0.174418605,0.172413793,0.170454545,0.168539326,0.166666667,0.164835165,0.163043478,0.161290323,0.159574468,0.157894737,0.15625,0.154639175,0.153061224,0.151515152,0.15
23,1,1,1,0.75,0.6,0.5,0.428571429,0.375,0.444444444,0.4,0.363636364,0.333333333,0.307692308,0.285714286,0.266666667,0.25,0.235294118,0.222222222,0.210526316,0.2,0.19047619,0.181818182,0.173913043,0.166666667,0.16,0.153846154,0.148148148,0.142857143,0.137931034,0.133333333,0.129032258,0.125,0.121212121,0.117647059,0.114285714,0.111111111,0.108108108,0.105263158,0.102564103,0.1,0.097560976,0.095238095,0.093023256,0.090909091,0.088888889,0.086956522,0.085106383,0.083333333,0.081632653,0.08,0.078431373,0.076923077,0.075471698,0.074074074,0.072727273,0.071428571,0.070175439,0.068965517,0.06779661,0.066666667,0.06557377,0.064516129,0.063492063,0.0625,0.061538462,0.060606061,0.059701493,0.058823529,0.057971014,0.057142857,0.056338028,0.055555556,0.054794521,0.054054054,0.053333333,0.052631579,0.051948052,0.051282051,0.050632911,0.05,0.049382716,0.048780488,0.048192771,0.047619048,0.047058824,0.046511628,0.045977011,0.045454545,0.04494382,0.044444444,0.043956044,0.043478261,0.043010753,0.042553191,0.042105263,0.041666667,0.041237113,0.040816327,0.04040404,0.04
24,1,0.5,0.333333333,0.25,0.2,0.333333333,0.285714286,0.25,0.222222222,0.2,0.181818182,0.166666667,0.153846154,0.142857143,0.133333333,0.125,0.117647059,0.111111111,0.105263158,0.1,0.142857143,0.136363636,0.130434783,0.125,0.12,0.115384615,0.111111111,0.107142857,0.103448276,0.1,0.096774194,0.09375,0.090909091,0.088235294,0.085714286,0.083333333,0.081081081,0.078947368,0.076923077,0.075,0.073170732,0.071428571,0.069767442,0.068181818,0.066666667,0.065217391,0.063829787,0.0625,0.06122449,0.06,0.058823529,0.057692308,0.056603774,0.055555556,0.054545455,0.053571429,0.052631579,0.051724138,0.050847458,0.066666667,0.06557377,0.064516129,0.063492063,0.0625,0.061538462,0.060606061,0.059701493,0.058823529,0.057971014,0.057142857,0.056338028,0.055555556,0.054794521,0.054054054,0.053333333,0.052631579,0.051948052,0.051282051,0.050632911,0.05,0.049382716,0.048780488,0.048192771,0.047619048,0.047058824,0.046511628,0.045977011,0.045454545,0.04494382,0.044444444,0.043956044,0.043478261,0.043010753,0.042553191,0.042105263,0.041666667,0.041237113,0.040816327,0.04040404,0.04
25,1,0.5,0.333333333,0.5,0.6,0.666666667,0.571428571,0.5,0.555555556,0.6,0.545454545,0.583333333,0.538461538,0.5,0.533333333,0.5625,0.529411765,0.5,0.473684211,0.45,0.428571429,0.409090909,0.391304348,0.375,0.36,0.384615385,0.37037037,0.357142857,0.344827586,0.366666667,0.35483871,0.375,0.363636364,0.352941176,0.371428571,0.361111111,0.351351351,0.368421053,0.358974359,0.35,0.365853659,0.357142857,0.372093023,0.386363636,0.4,0.413043478,0.425531915,0.416666667,0.428571429,0.42,0.411764706,0.403846154,0.396226415,0.388888889,0.381818182,0.375,0.368421053,0.362068966,0.355932203,0.35,0.344262295,0.338709677,0.333333333,0.328125,0.323076923,0.318181818,0.313432836,0.308823529,0.304347826,0.3,0.295774648,0.291666667,0.287671233,0.283783784,0.28,0.276315789,0.285714286,0.282051282,0.291139241,0.2875,0.283950617,0.280487805,0.277108434,0.273809524,0.282352941,0.279069767,0.275862069,0.272727273,0.269662921,0.266666667,0.263736264,0.260869565,0.258064516,0.255319149,0.252631579,0.25,0.24742268,0.244897959,0.242424242,0.24
26,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0.142857143,0.133333333,0.125,0.176470588,0.166666667,0.157894737,0.15,0.142857143,0.136363636,0.130434783,0.125,0.12,0.153846154,0.148148148,0.178571429,0.172413793,0.166666667,0.161290323,0.15625,0.151515152,0.147058824,0.142857143,0.138888889,0.135135135,0.131578947,0.128205128,0.125,0.12195122,0.119047619,0.11627907,0.113636364,0.111111111,0.108695652,0.106382979,0.104166667,0.102040816,0.1,0.098039216,0.096153846,0.094339623,0.092592593,0.109090909,0.107142857,0.105263158,0.103448276,0.118644068,0.116666667,0.114754098,0.112903226,0.111111111,0.109375,0.107692308,0.106060606,0.104477612,0.102941176,0.101449275,0.1,0.098591549,0.097222222,0.095890411,0.094594595,0.093333333,0.092105263,0.090909091,0.08974359,0.088607595,0.0875,0.086419753,0.085365854,0.084337349,0.083333333,0.082352941,0.081395349,0.08045977,0.079545455,0.078651685,0.077777778,0.076923077,0.076086957,0.075268817,0.074468085,0.073684211,0.072916667,0.072164948,0.071428571,0.070707071,0.07
27,1,1,0.666666667,0.75,0.6,0.666666667,0.571428571,0.5,0.555555556,0.5,0.545454545,0.5,0.538461538,0.5,0.533333333,0.5625,0.529411765,0.5,0.473684211,0.5,0.476190476,0.454545455,0.47826087,0.458333333,0.44,0.423076923,0.444444444,0.428571429,0.413793103,0.4,0.387096774,0.375,0.393939394,0.382352941,0.371428571,0.361111111,0.351351351,0.342105263,0.333333333,0.325,0.317073171,0.30952381,0.302325581,0.295454545,0.288888889,0.282608696,0.276595745,0.270833333,0.265306122,0.26,0.254901961,0.25,0.245283019,0.240740741,0.236363636,0.232142857,0.228070175,0.224137931,0.220338983,0.216666667,0.213114754,0.225806452,0.222222222,0.234375,0.230769231,0.242424242,0.23880597,0.235294118,0.231884058,0.228571429,0.225352113,0.222222222,0.219178082,0.216216216,0.213333333,0.210526316,0.207792208,0.205128205,0.202531646,0.2,0.197530864,0.195121951,0.192771084,0.19047619,0.188235294,0.186046512,0.195402299,0.193181818,0.191011236,0.188888889,0.186813187,0.184782609,0.182795699,0.180851064,0.178947368,0.177083333,0.175257732,0.173469388,0.171717172,0.18
28,1,1,0.666666667,0.5,0.6,0.5,0.428571429,0.375,0.333333333,0.3,0.272727273,0.25,0.230769231,0.214285714,0.2,0.1875,0.235294118,0.222222222,0.210526316,0.2,0.19047619,0.181818182,0.173913043,0.166666667,0.16,0.153846154,0.148148148,0.142857143,0.137931034,0.133333333,0.129032258,0.125,0.121212121,0.117647059,0.114285714,0.111111111,0.108108108,0.105263158,0.102564103,0.1,0.097560976,0.095238095,0.093023256,0.090909091,0.088888889,0.086956522,0.085106383,0.083333333,0.081632653,0.08,0.078431373,0.076923077,0.075471698,0.074074074,0.072727273,0.071428571,0.070175439,0.068965517,0.06779661,0.066666667,0.06557377,0.064516129,0.063492063,0.0625,0.061538462,0.060606061,0.059701493,0.058823529,0.057971014,0.057142857,0.056338028,0.069444444,0.068493151,0.067567568,0.066666667,0.065789474,0.064935065,0.064102564,0.063291139,0.0625,0.061728395,0.06097561,0.060240964,0.05952381,0.058823529,0.058139535,0.057471264,0.056818182,0.056179775,0.055555556,0.054945055,0.054347826,0.053763441,0.053191489,0.052631579,0.052083333,0.051546392,0.051020408,0.050505051,0.05
29,1,1,1,1,1,1,0.857142857,0.875,0.888888889,0.9,0.909090909,0.833333333,0.769230769,0.785714286,0.733333333,0.6875,0.647058824,0.611111111,0.578947368,0.55,0.571428571,0.545454545,0.565217391,0.541666667,0.52,0.5,0.481481481,0.464285714,0.448275862,0.433333333,0.419354839,0.40625,0.393939394,0.382352941,0.371428571,0.361111111,0.378378378,0.368421053,0.358974359,0.35,0.341463415,0.333333333,0.325581395,0.318181818,0.311111111,0.304347826,0.29787234,0.291666667,0.285714286,0.28,0.274509804,0.269230769,0.264150943,0.259259259,0.254545455,0.25,0.245614035,0.24137931,0.237288136,0.233333333,0.229508197,0.225806452,0.222222222,0.21875,0.215384615,0.212121212,0.208955224,0.205882353,0.202898551,0.2,0.197183099,0.194444444,0.191780822,0.189189189,0.186666667,0.184210526,0.181818182,0.179487179,0.17721519,0.175,0.172839506,0.170731707,0.168674699,0.166666667,0.164705882,0.162790698,0.16091954,0.159090909,0.157303371,0.155555556,0.153846154,0.152173913,0.150537634,0.14893617,0.147368421,0.145833333,0.144329897,0.142857143,0.141414141,0.14
30,1,0.5,0.333333333,0.25,0.2,0.333333333,0.285714286,0.25,0.222222222,0.2,0.181818182,0.166666667,0.153846154,0.142857143,0.133333333,0.125,0.117647059,0.111111111,0.157894737,0.15,0.19047619,0.181818182,0.173913043,0.166666667,0.16,0.153846154,0.148148148,0.142857143,0.137931034,0.133333333,0.129032258,0.125,0.121212121,0.117647059,0.114285714,0.111111111,0.108108108,0.105263158,0.102564103,0.1,0.097560976,0.095238095,0.093023256,0.090909091,0.088888889,0.086956522,0.085106383,0.083333333,0.081632653,0.08,0.078431373,0.076923077,0.075471698,0.074074074,0.072727273,0.071428571,0.070175439,0.068965517,0.06779661,0.066666667,0.06557377,0.064516129,0.063492063,0.0625,0.061538462,0.060606061,0.059701493,0.058823529,0.057971014,0.057142857,0.056338028,0.055555556,0.054794521,0.054054054,0.053333333,0.052631579,0.051948052,0.051282051,0.050632911,0.05,0.049382716,0.048780488,0.048192771,0.047619048,0.047058824,0.046511628,0.045977011,0.045454545,0.04494382,0.044444444,0.043956044,0.043478261,0.043010753,0.042553191,0.042105263,0.041666667,0.041237113,0.040816327,0.04040404,0.04
31,1,0.5,0.333333333,0.25,0.2,0.166666667,0.142857143,0.125,0.111111111,0.1,0.181818182,0.166666667,0.153846154,0.142857143,0.133333333,0.125,0.117647059,0.111111111,0.105263158,0.1,0.095238095,0.090909091,0.086956522,0.083333333,0.08,0.076923077,0.074074074,0.071428571,0.068965517,0.066666667,0.064516129,0.0625,0.060606061,0.058823529,0.057142857,0.055555556,0.054054054,0.052631579,0.051282051,0.05,0.048780488,0.047619048,0.046511628,0.045454545,0.044444444,0.043478261,0.042553191,0.041666667,0.040816327,0.04,0.039215686,0.038461538,0.037735849,0.037037037,0.036363636,0.035714286,0.035087719,0.034482759,0.033898305,0.033333333,0.032786885,0.032258065,0.031746032,0.03125,0.030769231,0.03030303,0.029850746,0.029411765,0.028985507,0.028571429,0.028169014,0.027777778,0.02739726,0.027027027,0.026666667,0.026315789,0.025974026,0.025641026,0.025316456,0.025,0.024691358,0.024390244,0.024096386,0.023809524,0.023529412,0.023255814,0.022988506,0.022727273,0.02247191,0.022222222,0.021978022,0.02173913,0.021505376,0.021276596,0.021052632,0.020833333,0.020618557,0.020408163,0.02020202,0.02
32,1,0.5,0.333333333,0.25,0.2,0.166666667,0.142857143,0.125,0.111111111,0.1,0.090909091,0.083333333,0.076923077,0.071428571,0.066666667,0.0625,0.058823529,0.055555556,0.052631579,0.05,0.047619048,0.045454545,0.043478261,0.041666667,0.04,0.038461538,0.037037037,0.035714286,0.034482759,0.033333333,0.032258065,0.03125,0.03030303,0.029411765,0.028571429,0.027777778,0.027027027,0.026315789,0.025641026,0.025,0.024390244,0.023809524,0.023255814,0.022727273,0.022222222,0.02173913,0.021276596,0.020833333,0.020408163,0.02,0.019607843,0.019230769,0.018867925,0.018518519,0.018181818,0.017857143,0.01754386,0.017241379,0.016949153,0.016666667,0.016393443,0.016129032,0.015873016,0.015625,0.015384615,0.015151515,0.014925373,0.014705882,0.014492754,0.028571429,0.028169014,0.027777778,0.02739726,0.027027027,0.026666667,0.026315789,0.025974026,0.025641026,0.025316456,0.025,0.024691358,0.024390244,0.024096386,0.023809524,0.023529412,0.023255814,0.022988506,0.022727273,0.02247191,0.022222222,0.021978022,0.02173913,0.021505376,0.021276596,0.021052632,0.020833333,0.020618557,0.020408163,0.02020202,0.02
33,0,0,0,0,0.2,0.166666667,0.142857143,0.125,0.111111111,0.1,0.090909091,0.083333333,0.076923077,0.071428571,0.066666667,0.0625,0.058823529,0.055555556,0.052631579,0.05,0.047619048,0.045454545,0.043478261,0.041666667,0.04,0.038461538,0.037037037,0.035714286,0.034482759,0.033333333,0.032258065,0.03125,0.03030303,0.029411765,0.028571429,0.027777778,0.027027027,0.026315789,0.025641026,0.025,0.024390244,0.023809524,0.023255814,0.022727273,0.022222222,0.02173913,0.021276596,0.020833333,0.020408163,0.02,0.019607843,0.019230769,0.018867925,0.018518519,0.018181818,0.017857143,0.01754386,0.017241379,0.016949153,0.016666667,0.016393443,0.016129032,0.015873016,0.015625,0.015384615,0.015151515,0.014925373,0.014705882,0.014492754,0.014285714,0.014084507,0.013888889,0.01369863,0.013513514,0.013333333,0.013157895,0.012987013,0.012820513,0.012658228,0.0125,0.012345679,0.012195122,0.012048193,0.011904762,0.011764706,0.011627907,0.011494253,0.011363636,0.011235955,0.011111111,0.010989011,0.010869565,0.010752688,0.010638298,0.010526316,0.010416667,0.010309278,0.010204082,0.01010101,0.01
36,1,0.5,0.333333333,0.5,0.6,0.5,0.571428571,0.5,0.444444444,0.4,0.363636364,0.333333333,0.384615385,0.428571429,0.4,0.375,0.352941176,0.388888889,0.421052632,0.4,0.380952381,0.409090909,0.434782609,0.458333333,0.44,0.461538462,0.444444444,0.428571429,0.413793103,0.4,0.419354839,0.40625,0.393939394,0.382352941,0.371428571,0.361111111,0.378378378,0.394736842,0.384615385,0.375,0.365853659,0.357142857,0.348837209,0.340909091,0.333333333,0.326086957,0.340425532,0.333333333,0.326530612,0.34,0.352941176,0.365384615,0.358490566,0.351851852,0.345454545,0.339285714,0.333333333,0.327586207,0.322033898,0.316666667,0.31147541,0.306451613,0.301587302,0.296875,0.292307692,0.287878788,0.28358209,0.279411765,0.275362319,0.271428571,0.267605634,0.277777778,0.273972603,0.27027027,0.266666667,0.263157895,0.25974026,0.256410256,0.253164557,0.25,0.24691358,0.243902439,0.240963855,0.238095238,0.235294118,0.23255814,0.229885057,0.227272727,0.224719101,0.222222222,0.21978022,0.217391304,0.215053763,0.212765957,0.210526316,0.208333333,0.206185567,0.204081633,0.202020202,0.2
37,1,0.5,0.333333333,0.5,0.4,0.333333333,0.285714286,0.25,0.222222222,0.2,0.181818182,0.166666667,0.153846154,0.142857143,0.133333333,0.125,0.176470588,0.166666667,0.157894737,0.15,0.142857143,0.136363636,0.130434783,0.125,0.12,0.115384615,0.111111111,0.107142857,0.103448276,0.1,0.096774194,0.09375,0.090909091,0.088235294,0.085714286,0.083333333,0.081081081,0.078947368,0.102564103,0.1,0.097560976,0.119047619,0.11627907,0.113636364,0.111111111,0.108695652,0.106382979,0.104166667,0.102040816,0.1,0.098039216,0.096153846,0.094339623,0.092592593,0.090909091,0.089285714,0.087719298,0.086206897,0.084745763,0.083333333,0.081967213,0.080645161,0.079365079,0.078125,0.076923077,0.075757576,0.074626866,0.073529412,0.072463768,0.071428571,0.070422535,0.069444444,0.068493151,0.067567568,0.066666667,0.065789474,0.064935065,0.064102564,0.063291139,0.0625,0.061728395,0.06097561,0.060240964,0.05952381,0.058823529,0.058139535,0.057471264,0.056818182,0.056179775,0.055555556,0.054945055,0.054347826,0.053763441,0.053191489,0.052631579,0.052083333,0.051546392,0.051020408,0.050505051,0.05
38,1,1,1,1,0.8,0.833333333,0.857142857,0.75,0.666666667,0.7,0.727272727,0.666666667,0.615384615,0.571428571,0.533333333,0.5625,0.529411765,0.555555556,0.526315789,0.5,0.476190476,0.454545455,0.434782609,0.416666667,0.4,0.384615385,0.37037037,0.357142857,0.344827586,0.333333333,0.322580645,0.3125,0.303030303,0.294117647,0.285714286,0.277777778,0.27027027,0.263157895,0.256410256,0.25,0.243902439,0.238095238,0.23255814,0.227272727,0.222222222,0.217391304,0.212765957,0.208333333,0.204081633,0.2,0.196078431,0.192307692,0.188679245,0.185185185,0.181818182,0.178571429,0.175438596,0.172413793,0.169491525,0.166666667,0.163934426,0.161290323,0.158730159,0.15625,0.153846154,0.151515152,0.149253731,0.147058824,0.144927536,0.142857143,0.14084507,0.138888889,0.136986301,0.135135135,0.133333333,0.131578947,0.12987013,0.141025641,0.139240506,0.1375,0.135802469,0.134146341,0.13253012,0.130952381,0.129411765,0.127906977,0.126436782,0.125,0.123595506,0.122222222,0.120879121,0.119565217,0.11827957,0.117021277,0.115789474,0.114583333,0.113402062,0.112244898,0.111111111,0.11
39,1,0.5,0.333333333,0.25,0.2,0.166666667,0.142857143,0.125,0.222222222,0.2,0.272727273,0.25,0.230769231,0.285714286,0.266666667,0.3125,0.352941176,0.333333333,0.315789474,0.3,0.285714286,0.272727273,0.260869565,0.25,0.24,0.230769231,0.222222222,0.214285714,0.206896552,0.2,0.193548387,0.1875,0.181818182,0.176470588,0.171428571,0.166666667,0.162162162,0.157894737,0.153846154,0.15,0.146341463,0.142857143,0.139534884,0.136363636,0.133333333,0.130434783,0.127659574,0.125,0.12244898,0.12,0.117647059,0.115384615,0.132075472,0.12962963,0.127272727,0.125,0.122807018,0.120689655,0.118644068,0.116666667,0.114754098,0.112903226,0.111111111,0.109375,0.107692308,0.106060606,0.104477612,0.102941176,0.101449275,0.1,0.098591549,0.097222222,0.095890411,0.108108108,0.106666667,0.105263158,0.103896104,0.102564103,0.101265823,0.1,0.098765432,0.097560976,0.096385542,0.095238095,0.105882353,0.104651163,0.103448276,0.102272727,0.101123596,0.1,0.098901099,0.097826087,0.096774194,0.095744681,0.094736842,0.09375,0.092783505,0.091836735,0.090909091,0.09
40,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0.071428571,0.066666667,0.0625,0.058823529,0.055555556,0.052631579,0.05,0.047619048,0.045454545,0.043478261,0.041666667,0.08,0.115384615,0.111111111,0.107142857,0.103448276,0.1,0.096774194,0.09375,0.090909091,0.088235294,0.085714286,0.083333333,0.081081081,0.105263158,0.102564103,0.1,0.097560976,0.095238095,0.11627907,0.113636364,0.111111111,0.108695652,0.106382979,0.104166667,0.102040816,0.12,0.117647059,0.115384615,0.113207547,0.111111111,0.109090909,0.107142857,0.105263158,0.103448276,0.101694915,0.1,0.098360656,0.096774194,0.095238095,0.09375,0.092307692,0.090909091,0.089552239,0.088235294,0.086956522,0.085714286,0.084507042,0.097222222,0.095890411,0.094594595,0.093333333,0.092105263,0.090909091,0.08974359,0.088607595,0.0875,0.086419753,0.085365854,0.084337349,0.083333333,0.082352941,0.081395349,0.08045977,0.079545455,0.078651685,0.077777778,0.076923077,0.076086957,0.075268817,0.074468085,0.073684211,0.072916667,0.072164948,0.071428571,0.070707071,0.07
42,1,1,1,0.75,0.6,0.666666667,0.714285714,0.625,0.666666667,0.7,0.636363636,0.583333333,0.538461538,0.5,0.466666667,0.4375,0.411764706,0.444444444,0.421052632,0.4,0.380952381,0.363636364,0.347826087,0.333333333,0.32,0.307692308,0.296296296,0.285714286,0.275862069,0.266666667,0.258064516,0.28125,0.303030303,0.294117647,0.285714286,0.277777778,0.27027027,0.289473684,0.282051282,0.275,0.268292683,0.261904762,0.255813953,0.272727273,0.266666667,0.260869565,0.255319149,0.25,0.265306122,0.28,0.274509804,0.269230769,0.264150943,0.259259259,0.254545455,0.25,0.245614035,0.24137931,0.237288136,0.233333333,0.229508197,0.225806452,0.222222222,0.21875,0.215384615,0.212121212,0.208955224,0.205882353,0.202898551,0.2,0.197183099,0.194444444,0.191780822,0.189189189,0.186666667,0.184210526,0.181818182,0.179487179,0.17721519,0.175,0.172839506,0.170731707,0.168674699,0.166666667,0.164705882,0.162790698,0.16091954,0.159090909,0.157303371,0.155555556,0.153846154,0.152173913,0.150537634,0.14893617,0.147368421,0.145833333,0.144329897,0.142857143,0.141414141,0.14
43,0,0,0,0,0,0.166666667,0.285714286,0.25,0.333333333,0.4,0.363636364,0.333333333,0.384615385,0.428571429,0.4,0.375,0.352941176,0.388888889,0.368421053,0.4,0.380952381,0.363636364,0.347826087,0.375,0.36,0.346153846,0.333333333,0.321428571,0.344827586,0.366666667,0.35483871,0.34375,0.333333333,0.323529412,0.342857143,0.333333333,0.351351351,0.342105263,0.333333333,0.35,0.341463415,0.333333333,0.325581395,0.318181818,0.311111111,0.304347826,0.319148936,0.3125,0.326530612,0.32,0.31372549,0.307692308,0.301886792,0.296296296,0.290909091,0.285714286,0.280701754,0.275862069,0.271186441,0.266666667,0.262295082,0.274193548,0.26984127,0.265625,0.261538462,0.257575758,0.253731343,0.25,0.246376812,0.242857143,0.23943662,0.236111111,0.232876712,0.22972973,0.226666667,0.223684211,0.220779221,0.217948718,0.215189873,0.2125,0.209876543,0.207317073,0.204819277,0.202380952,0.2,0.197674419,0.195402299,0.193181818,0.191011236,0.188888889,0.186813187,0.184782609,0.182795699,0.191489362,0.189473684,0.1875,0.18556701,0.193877551,0.191919192,0.19
44,1,1,0.666666667,0.5,0.4,0.333333333,0.285714286,0.25,0.222222222,0.2,0.181818182,0.166666667,0.153846154,0.142857143,0.133333333,0.125,0.117647059,0.111111111,0.105263158,0.1,0.095238095,0.090909091,0.086956522,0.083333333,0.08,0.076923077,0.074074074,0.071428571,0.068965517,0.066666667,0.064516129,0.0625,0.060606061,0.058823529,0.057142857,0.055555556,0.054054054,0.052631579,0.051282051,0.05,0.048780488,0.047619048,0.046511628,0.045454545,0.044444444,0.043478261,0.042553191,0.041666667,0.040816327,0.04,0.039215686,0.038461538,0.037735849,0.037037037,0.036363636,0.035714286,0.035087719,0.034482759,0.033898305,0.033333333,0.032786885,0.032258065,0.031746032,0.03125,0.030769231,0.03030303,0.029850746,0.029411765,0.028985507,0.028571429,0.028169014,0.027777778,0.02739726,0.027027027,0.026666667,0.026315789,0.025974026,0.025641026,0.025316456,0.025,0.024691358,0.024390244,0.036144578,0.035714286,0.035294118,0.034883721,0.034482759,0.034090909,0.033707865,0.033333333,0.032967033,0.032608696,0.032258065,0.031914894,0.031578947,0.03125,0.030927835,0.030612245,0.03030303,0.03
45,1,1,1,1,0.8,0.833333333,0.714285714,0.625,0.555555556,0.5,0.454545455,0.416666667,0.384615385,0.357142857,0.333333333,0.3125,0.294117647,0.277777778,0.263157895,0.3,0.285714286,0.272727273,0.260869565,0.25,0.24,0.230769231,0.222222222,0.25,0.24137931,0.233333333,0.225806452,0.21875,0.212121212,0.205882353,0.2,0.194444444,0.189189189,0.210526316,0.205128205,0.2,0.195121951,0.214285714,0.209302326,0.204545455,0.2,0.195652174,0.191489362,0.1875,0.183673469,0.18,0.176470588,0.173076923,0.169811321,0.166666667,0.163636364,0.160714286,0.157894737,0.155172414,0.152542373,0.15,0.163934426,0.161290323,0.158730159,0.15625,0.153846154,0.151515152,0.149253731,0.147058824,0.144927536,0.142857143,0.14084507,0.138888889,0.136986301,0.135135135,0.133333333,0.144736842,0.142857143,0.141025641,0.151898734,0.15,0.148148148,0.146341463,0.144578313,0.142857143,0.141176471,0.139534884,0.137931034,0.136363636,0.134831461,0.133333333,0.131868132,0.130434783,0.129032258,0.127659574,0.126315789,0.125,0.12371134,0.132653061,0.131313131,0.13
48,1,0.5,0.666666667,0.75,0.6,0.666666667,0.571428571,0.5,0.555555556,0.5,0.454545455,0.416666667,0.384615385,0.428571429,0.466666667,0.4375,0.411764706,0.388888889,0.368421053,0.4,0.380952381,0.409090909,0.434782609,0.416666667,0.4,0.384615385,0.37037037,0.357142857,0.344827586,0.333333333,0.322580645,0.3125,0.303030303,0.294117647,0.285714286,0.277777778,0.27027027,0.263157895,0.256410256,0.25,0.243902439,0.238095238,0.23255814,0.25,0.244444444,0.239130435,0.234042553,0.229166667,0.224489796,0.22,0.215686275,0.211538462,0.20754717,0.203703704,0.2,0.196428571,0.192982456,0.189655172,0.186440678,0.183333333,0.180327869,0.177419355,0.174603175,0.171875,0.169230769,0.166666667,0.164179104,0.161764706,0.15942029,0.157142857,0.154929577,0.152777778,0.150684932,0.148648649,0.146666667,0.144736842,0.142857143,0.141025641,0.139240506,0.1375,0.135802469,0.134146341,0.13253012,0.130952381,0.129411765,0.127906977,0.126436782,0.125,0.123595506,0.122222222,0.120879121,0.119565217,0.11827957,0.117021277,0.115789474,0.114583333,0.113402062,0.112244898,0.111111111,0.11
